,sic_code,industry_name,sic_sector,sector_name,sector_group,sector_group_name
429,8300,Services-social services,8300,Social services,6,Service industries
430,8351,Services-child day care services,8300,Social services,6,Service industries
431,8600,Services-membership organizations,8600,Membership organizations,6,Service industries
432,8700,"Services-engineering, accounting, research, management",8700,Engineering and management services,6,Service industries
433,8711,Services-engineering services,8700,Engineering and management services,6,Service industries
434,8731,Services-commercial physical & biological research,8700,Engineering and management services,6,Service industries
435,8734,Services-testing laboratories,8700,Engineering and management services,6,Service industries
436,8741,Services-management services,8700,Engineering and management services,6,Service industries
437,8742,Services-management consulting services,8700,Engineering and management services,6,Service industries
438,8744,Services-facilities support management services,8700,Engineering and management services,6,Service industries
439,8880,American depositary receipts,8800,Private households,6,Service industries
440,8888,Foreign governments,8800,Private households,6,Service industries
441,8900,"Services-services, nec",8900,Miscellaneous services,6,Service industries
442,9721,International affairs,9700,National security and international affairs,7,Public Administration
443,9995,Non-operating establishments,9900,,8,Nonclassifiable establishments
444,1200,Coal mining,1200,Coal mining,2,Mining
445,1300,Oil and gas extraction,1300,Oil and gas extraction,2,Mining
446,1500,General building contractors,1500,General building contractors,3,Construction
447,2500,Furniture and fixtures,2500,Furniture and fixtures,4,Manufacturing
448,2700,Printing and publishing,2700,Printing and publishing,4,Manufacturing
449,2900,Petroleum and coal products,2900,Petroleum and coal products,4,Manufacturing
450,3000,Rubber and miscellaneous plastics products,3000,Rubber and miscellaneous plastics products,4,Manufacturing
451,3200,"Stone, clay, glass, and concrete products",3200,"Stone, clay, glass, and concrete products",4,Manufacturing
452,3300,Primary metal industries,3300,Primary metal industries,4,Manufacturing
453,3400,Fabricated metal products,3400,Fabricated metal products,4,Manufacturing
454,3500,Industrial machinery and equipment,3500,Industrial machinery and equipment,4,Manufacturing
455,3700,Transportation equipment,3700,Transportation equipment,4,Manufacturing
456,3800,Instruments and related products,3800,Instruments and related products,4,Manufacturing
457,3900,Miscellaneous manufacturing industries,3900,Miscellaneous manufacturing industries,4,Manufacturing
458,4200,Motor freight transportation and warehousing,4200,Motor freight transportation and warehousing,5,"Transportation, communications, and utilities"
459,4300,U.S. Postal Service,4300,U.S. Postal Service,5,"Transportation, communications, and utilities"
460,4500,Transportation by air,4500,Transportation by air,5,"Transportation, communications, and utilities"
461,4600,"Pipelines, except natural gas",4600,"Pipelines, except natural gas",5,"Transportation, communications, and utilities"
462,4800,Communications,4800,Communications,5,"Transportation, communications, and utilities"
463,5100,Wholesale trade--nondurable goods,5100,Wholesale trade--nondurable goods,5,"Transportation, communications, and utilities"
464,5300,General merchandise stores,5300,General merchandise stores,5,"Transportation, communications, and utilities"
465,5800,Eating and drinking places,5800,Eating and drinking places,5,"Transportation, communications, and utilities"
466,6000,Depository institutions,6000,Depository institutions,5,"Transportation, communications, and utilities"
467,6100,Nondepository credit institutions,6100,Nondepository credit institutions,5,"Transportation, communications, and utilities"
468,6300,Insurance carriers,6300,Insurance carriers,5,"Transportation, communications, and utilities"
469,6400,"Insurance agents, brokers, and service",6400,"Insurance agents, brokers, and service",5,"Transportation, communications, and utilities"
470,6700,Holding and other investment offices,6700,Holding and other investment offices,5,"Transportation, communications, and utilities"
471,7300,Business services,7300,Business services,6,Service industries
472,7800,Motion pictures,7800,Motion pictures,6,Service industries
473,8100,Legal services,8100,Legal services,6,Service industries
474,8400,"Museums, art galleries, botanical & zoological gardens",8400,"Museums, art galleries, botanical & zoological gardens",6,Service industries
475,8800,Private households,8800,Private households,6,Service industries
476,9100,"Executive, legislative, and general government",9100,"Executive, legislative, and general government",7,Public Administration
477,9200,"Justice, public order, and safety",9200,"Justice, public order, and safety",7,Public Administration
478,9300,"Finance, taxation, and monetary policy",9300,"Finance, taxation, and monetary policy",7,Public Administration
479,9400,Administration of human resources,9400,Administration of human resources,7,Public Administration
480,9500,Environmental quality and housing,9500,Environmental quality and housing,7,Public Administration
481,9600,Administration of economic programs,9600,Administration of economic programs,7,Public Administration
482,9700,National security and international affairs,9700,National security and international affairs,7,Public Administration
483,9900,Other,9900,,8,Nonclassifiable establishments
